Name                                            Type               Forward_MACs    FPercent    Memory      MPercent    Params     PPercent    InShape       OutShape
/blocks/blocks.3/blocks.3.2/dw_mid/conv/Conv    FusedConv          652,288         0.35%       153,600     0.66%       13,312     0.35%       1x512x7x7     1x512x7x7
/blocks/blocks.3/blocks.3.2/pw_proj/conv/Conv   Conv               3,217,536       1.71%       287,744     1.23%       65,664     1.75%       1x512x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.2/Add                 Add                6,272           0.00%       25,088      0.11%       0          0.00%       1x128x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.3/pw_exp/conv/Conv    FusedConv          2,427,264       1.29%       273,408     1.17%       49,536     1.32%       1x128x7x7     1x384x7x7
/blocks/blocks.3/blocks.3.3/dw_mid/conv/Conv    FusedConv          489,216         0.26%       115,200     0.49%       9,984      0.27%       1x384x7x7     1x384x7x7
/blocks/blocks.3/blocks.3.3/pw_proj/conv/Conv   Conv               2,414,720       1.28%       222,208     0.95%       49,280     1.31%       1x384x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.3/Add                 Add                6,272           0.00%       25,088      0.11%       0          0.00%       1x128x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.4/pw_exp/conv/Conv    FusedConv          3,236,352       1.72%       364,544     1.56%       66,048     1.76%       1x128x7x7     1x512x7x7
/blocks/blocks.3/blocks.3.4/dw_mid/conv/Conv    FusedConv          250,880         0.13%       120,832     0.52%       5,120      0.14%       1x512x7x7     1x512x7x7
/blocks/blocks.3/blocks.3.4/pw_proj/conv/Conv   Conv               3,217,536       1.71%       287,744     1.23%       65,664     1.75%       1x512x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.4/Add                 Add                6,272           0.00%       25,088      0.11%       0          0.00%       1x128x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.5/pw_exp/conv/Conv    FusedConv          3,236,352       1.72%       364,544     1.56%       66,048     1.76%       1x128x7x7     1x512x7x7
/blocks/blocks.3/blocks.3.5/dw_mid/conv/Conv    FusedConv          250,880         0.13%       120,832     0.52%       5,120      0.14%       1x512x7x7     1x512x7x7
/blocks/blocks.3/blocks.3.5/pw_proj/conv/Conv   Conv               3,217,536       1.71%       287,744     1.23%       65,664     1.75%       1x512x7x7     1x128x7x7
/blocks/blocks.3/blocks.3.5/Add                 Add                6,272           0.00%       25,088      0.11%       0          0.00%       1x128x7x7     1x128x7x7
/blocks/blocks.4/blocks.4.0/conv/Conv           FusedConv          6,068,160       3.23%       683,520     2.92%       123,840    3.29%       1x128x7x7     1x960x7x7
/global_pool/pool/GlobalAveragePool             GlobalAveragePool  50,880          0.03%       3,840       0.02%       0          0.00%       1x960x7x7     1x960x1x1
/conv_head/Conv                                 FusedConv          1,230,080       0.65%       4,925,440   21.03%      1,230,080  32.70%      1x960x1x1     1x1280x1x1
/flatten/Flatten                                Flatten            0               0.00%       5,120       0.02%       0          0.00%       1x1280x1x1    1x1280
/classifier/Gemm                                Gemm               1,281,000       0.68%       5,128,000   21.90%      1,281,000  34.06%      1x1280        1x1000
Total                                           _                  188,147,304     100%        23,418,304  100%        3,761,480  100%        _             _
